Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Amenities: Healthcare Recreational,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_n_designer_house_5_marla_for_sale_in_sector_n_bahria_enclave_islamabad-53155073-11975-1.html,"Bahria Enclave - Sector N, Bahria Enclave",House,PKR2.4 Crore,4,5 Marla,For Sale,3,2 months ago,"Bahria Town, Islamabad, Islamabad Capital","5 Marla Designer House for Sale in Sector N Bahria Enclave Islamabad Margalla Facing Location: Sector N Bahria Enclave Islamabad Size: 5 Marla Bedrooms: 3 Bathrooms: 4 Car Parking: 1 View: Stunning Margalla Hills View Construction: Solid, Designer Build Experience luxury living in this beautifully constructed 5 Marla designer house located in the prime Sector N of Bahria Enclave Islamabad. Built with attention to detail and top-tier materials, this home offers the perfect blend of comfort, elegance, and practicality. Key Features: Solid construction with premium finishing and fittings Spacious layout with 3 bedrooms, each with attached modern bathrooms Stylish drawing, dining, and lounge areas Modern designer kitchen with high-end cabinetry and fixtures Servant quarter with attached bath Store room and laundry area Beautiful terrace with breathtaking Margalla Hills views Wide street and peaceful neighborhood Electricity, and water connections available Ideal for families seeking comfort and long-term investment Why Sector N Bahria Enclave? One of the most developed and sought-after sectors Close proximity to Main Gate, Zoo, and Civic Zone Solid land with no filling issues Secure and serene environment with 24/7 security --- Contact now to schedule a visit and experience this exquisite property firsthand this property","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 3, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Lounge or Sitting Room, Other Rooms","Lawn or Garden, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/bahria_enclave_cube_apartments_luxury_cube_apartment_available_for_sale_in_bahria_enclave_islamabad-53166303-21520-1.html,"Cube Apartments, Bahria Enclave",Flat,PKR1.05 Crore,2,5.1 Marla,For Sale,1,1 week ago,"Bahria Town, Islamabad, Islamabad Capital","Murree Facing 1 Bed Designer Apartment for Sale 1150sqft Apartments, Sector A , Bahria Enclave Islamabad Location: Cube Apartments, Sector A Bahria Enclave Islamabad Size: 1150 Bedroom: 1 Bathroom: 2(Attached, Modern Design) Lounge + Dining Open Style Kitchen View: Breathtaking Margalla Hills View Construction: Solid, Designer Finish Building Amenities: 24/7 Security & CCTV Surveillance Fast Elevators & Backup Generator Basement Car Parking Lobby & Reception Area Well-Maintained Common Areas Gated Community with Full Bahria Facilities Location Highlights: Located in Cube Apartments Walking Distance to Masjid, Park & Commercial Nearby Schools, Clinics, Grocery Stores & Restaurants Peaceful Neighborhood with Clean Surroundings Ideal For: End-users looking for modern and peaceful living Investors seeking strong rental yield and capital appreciation Small families, couples, students, or short-term rental income.","Built in year: 2024, Parking Spaces: 1, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 4, Floors in Building: 9, Elevators: 2, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 1, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_g-9_g9_10_marla_double_story_for_sale-53285079-171-1.html,"G-9, Islamabad",House,PKR8.25 Crore,4,10 Marla,For Sale,4,3 months ago,"G-9, Islamabad, Islamabad Capital","This 2250 Square Feet House is the best real estate asset you can purchase at the moment. Irresistible House for sale with unmatched facilities and amenities. Find best properties for sale in one of the G-9's most sought-after locations. With property in G-9, you'll live the life of your dreams. When it comes to housing, location is everything and we have quite a many options regarding that. You won't find a better price than the current Rs. 82500000 for these kind of properties. Call us today to find out more.","Built in year: 2024, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 3, Bathrooms: 3, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/g_8_g-8_2_25_50_cda_transfer_back_open_good_location_house_available_in_g-8_2-53305907-3377-1.html,"G-8/2, G-8",House,PKR4.5 Crore,4,5.6 Marla,For Sale,4,4 months ago,"G-8, Islamabad, Islamabad Capital",25*50 Cda Transfer Back Open Good Location House Available In G-8/2,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 6, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 4, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/gulberg_gulberg_greens_1_bed_luxury_furnished_apartment_for_sale_in_gulberg_greens_islamabad-53311031-8312-1.html,"Gulberg Greens, Gulberg",Flat,PKR70 Lakh,1,3.3 Marla,For Sale,1,5 months ago,"Gulberg, Islamabad, Islamabad Capital","Luxury One Bedroom Apartment for Sale in Gulberg Greens, Islamabad Elevate your lifestyle in this stunning one-bedroom luxury apartment, perfectly situated in the prestigious Gulberg Greens community of Islamabad. This beautifully furnished residence offers a serene and sophisticated living experience, blending modern elegance with comfortable living. Spacious One Bedroom: Elegantly designed bedroom with large windows, ample natural light, and an attached bathroom with high-end fixtures. Luxurious Living Area: Open-plan living and dining area with designer finishes, perfect for entertaining guests or relaxing with family. Fully Equipped Kitchen: Modern kitchen with high-quality appliances, ample storage, and sleek cabinetry, ideal for culinary enthusiasts. Prime Location: Situated in the heart of Gulberg Greens, with easy access to parks, commercial areas, and major roads. World-Class Amenities: Enjoy access to state-of-the-art facilities, including: 24/7 security and CCTV surveillance Dedicated parking for residents Landscaped parks and green spaces Community center and social events Proximity to schools, hospitals, and shopping centers Investment Potential: This property is an excellent investment opportunity, with a high potential for appreciation in value and rental income. Why Buy in Gulberg Greens? Gated Community: Secure and safe living environment with controlled access. Scenic Views: Enjoy beautiful views of the surrounding landscape and picturesque parks. Lifestyle Amenities: Access to a range of amenities, including parks, jogging tracks, and community centers. Prime Location: Close proximity to major roads, schools, hospitals, and shopping centers. Don't Miss Out! This luxurious one-bedroom apartment in Gulberg Greens is the perfect blend of comfort, style, and investment potential. Contact us today to schedule a viewing and make this stunning property yours!","Built in year: 2023, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 6, Elevators: 2, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Allowed, Other Facilities","Bedrooms, Bathrooms, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/g_9_g-9_4_25_50_cda_transfer_nice_located_liveable_house_available_in_g-9_4-53294568-3387-1.html,"G-9/4, G-9",House,PKR4.75 Crore,3,6.7 Marla,For Sale,4,1 month ago,"G-9, Islamabad, Islamabad Capital","30*50 cda transfer nice located liveable house available in g-9/4 Peacefully located away from the hustle and bustle of the main city, this House will give you the peace of mind you need most. If you are on a budget, this property might suit your pocket nicely. In G-9/4, you can enjoy some great locational benefits. Now you can enjoy some of the most luxurious amenities in just Rs. 47500000 The metropolis of Islamabad is offering a 1500 Square Feet House at an ideal location of G-10/4. You can make changes as per your liking in the 1500 Square Feet bungalow up for sale. What more this property has to tell you is written below. Enjoy fast speed broadband internet access available in the property. Active security staff is on duty 24/7 to keep residents safe and secure. Having a laundry space in the House comes in handy. Your kids can play to their heart's content in the play area adjoining the property. The advantages of double-glazed windows in the House are many. The House features state-of-the-art amenities for the differently-abled. The study room that is part of the House can easily be used as an at-home office. Book your appointment by giving us a call.","Built in year: 2027, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_top_one_kanal_solid_modern_aesthetically_designer_house_for_sale-52340113-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR14.75 Crore,5,1 Kanal,For Sale,5,3 months ago,"DHA Defence, Islamabad, Islamabad Capital","1 Kanal Top Modern Villa Inside the DHA Phase 2 Islamabad For Sale Dream Home, Interior Design, Architecture, Luxury living, Home tour, modern amenities, spacious rooms, stunning views. Description: Welcome to the ultimate house tour! Step into a world of luxury and sophistication as we explore this magnificent dream home. From the exquisite interior design to the breathtaking architecture, every detail has been meticulously crafted to create a haven of elegance and comfort. Get ready to be inspired by the spacious rooms, state-of-the-art amenities, and panoramic views that will leave you in awe. Join us on this virtual journey and let yourself be transported to a world of opulence and serenity. Dont forget to like, subscribe, and share this video to spread the beauty of luxury living! For More Options And Details Contact Us","Built in year: 2024, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_amazing_top_of_the_line_top_designer_house_for_sale-52352713-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR13.5 Crore,5,1 Kanal,For Sale,5,4 months ago,"DHA Defence, Islamabad, Islamabad Capital",Elite Property Exchange Offers: - 5 Luxury Bedrooms With Attached Branded Washrooms. - Huge Walk-in Wardrobes - Powder Room For Guests - 22 Ft Double Heighted Lobby - Jacuzzi x 3 - ROCCA Toilet Seats - Imported Tiled Flooring - Modern Kitchen - Bosch and Vatti appliances - Dawlance Washing Machine - Dish washer - Turkish Double-glazed windows - Electric Fencing - Automatic main gate - Smart fingerprint main door lock - Beautiful TV Lounge - Drawing Room & Dining Room - Huge Walk-in Cabinets - Imported Ceramics - 3 Cars Parking Space. . - Fully Solid Mahogany Doors & Woodwork - Fancy Elegant Modern Chandelier. - High Quality Diamond Paint And Polish Work. - Pakistan Cable For Visits And Details Contact Us,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms: 5, Bathrooms: 5, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Jacuzzi",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_modern_ultimate_masterpiece_in_dha_phase_2_islamabad-52465396-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR14.75 Crore,5,1 Kanal,For Sale,5,3 months ago,"DHA Defence, Islamabad, Islamabad Capital","1 Kanal Top Modern Villa Inside the DHA Phase 2 Islamabad For Sale Dream Home, Interior Design, Architecture, Luxury living, Home tour, modern amenities, spacious rooms, stunning views. Description: Welcome to the ultimate house tour! Step into a world of luxury and sophistication as we explore this magnificent dream home. From the exquisite interior design to the breathtaking architecture, every detail has been meticulously crafted to create a haven of elegance and comfort. Get ready to be inspired by the spacious rooms, state-of-the-art amenities, and panoramic views that will leave you in awe. Join us on this virtual journey and let yourself be transported to a world of opulence and serenity. Dont forget to like, subscribe, and share this video to spread the beauty of luxury living! For More Options And Details Contact Us","Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Sauna, Jacuzzi",,,
https://www.zameen.com/Property/f_8_f-8_4_60_100_corner_house_available_in_f-8_4_on_good_location-52898582-3317-1.html,"F-8/4, F-8",House,PKR27.25 Crore,5,1.3 Kanal,For Sale,5,2 months ago,"F-8, Islamabad, Islamabad Capital","60*90 Corner House Available In F-8/4 On Good Location PKR Rs. 272500000 is the best price for property right now, so hurry up before it is too late. Become the owner of 666 Square Yards property in few easy steps. House comes with spacious rooms and amenities, making for a comfortable place to live. In F-8/4, you can find your dream property like this at the click of a button. The House available for sale is built keeping functionality in mind, book it today before it's gone. Unable to find investment opportunities in Islamabad? Check out our listings. The details of the property are listed down below. A prayer room in the House comes handy when you have guests and they would like to offer prayer. To provide a complete lifestyle experience, the project offers a variety of urban amenities, including broadband internet access. Central heating is a convenient feature in the House to control and use. Waste disposal management services ensures the premise is kept clean. Having double glazed windows in the House cancels the outside noise. All your washing can be done in one place with a laundry room that serves the purpose. The House is located close to a mosque and you can hear the call for prayer. Looking for property options? Contact us and let us guide you for the best offers.","Parking Spaces: 5, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",Other Healthcare and Recreation Facilities,,,
https://www.zameen.com/Property/islamabad_faisal_town_-_f-18_5_marla_house_faisal_town_for_sale-53225321-8260-1.html,"Faisal Town - F-18, Islamabad",House,PKR2.35 Crore,4,5 Marla,For Sale,4,4 weeks ago,"Faisal Town - F-18, Islamabad, Islamabad Capital",Faisal Town 5-marla house for sale! - 4 spacious bedrooms - 6 attached bathroom - Electricity meter installed - Functional water bore Near to market Near to masjid Near to Park,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_designer_house_available_for_sale-53227480-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR3.5 Crore,4,5 Marla,For Sale,4,3 months ago,"DHA Defence, Islamabad, Islamabad Capital","Options for 5 Marla properties may be limited, so book yours while it is available. You can be an owner of a well-fitted property that is available for sale in a posh area. Your dream home in Islamabad will be the centre of attraction for all your friends. The House comes with spacious rooms, best suited for larger families. If you've looked at some of the other property listings in this Rs. 35000000 range, you'll definitely note that this offer is a bargain. The prime location of DHA Defence Phase 2 will also ensure that your real estate asset will have great market value. Features of property as follow. Keep your House organized by keeping all your laundry essentials in the laundry room. Having a garden in the House adds to the beauty and proves to be healthy for the family. You can enjoy superior air-quality with a central air-conditioning system that is part of the House. House with double-glazed windows appear more attractive and safe. Feeling stressed? Simply step into the steam room that is part of the House for a few minutes. Have informal discussions or hang out in the lounge/sitting room that's built on the property. Your guests can conveniently use the powder room as opposed to personal washrooms. For any kind of property advice, you can get in touch with us.","Built in year: 2014, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Waste Disposal, Floors: 2, Other Main Features",,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_straight_line_modern_designer_house_for_sale-52319623-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR14.5 Crore,5,1 Kanal,For Sale,5,3 months ago,"DHA Defence, Islamabad, Islamabad Capital","Elite Property Exchange Offers 1- Designed on modern lines, straight line architecture. 2- Structure designed by Emaarsons. 3- A++ quality materials used right from the very the start till finishing. Also top of the line craftsmen were employed for each n every task in the project. 4- Fazal Steel used in the project. 5-Top of the line bricks used 6-Pakistan Cables, Schneider Breakers, Lahore Fan Horizon model (Inverter Fans), used throughout. 7-PPR (PN-20) and PVC (SDR-41) by Popular Pipes used. 8-Chawla Aluminum (Best quality) used along with 8mm tempered glass used in windows. 9-Imported tiles provided by RAK Tiles and S Abdullah used in the entire project. No local or Chinese brand used anywhere for flooring and washrooms. 10-All the washrooms are equipped with top-of-the-line concealed fttings. 11-Only Nippon and ICI paints products used in the entire house. 12-Top of the line only Sapele Wood provided by IHC used for wood work in the entire house 13-Entirely solid doors, jamb frames, solid beading and solid overlap used 14-Completely solid Sapele wood used in the staircases. 15-All the three kitchens are provided and installed by Interwood. Kitchens are equipped with Vatti Hoods, Hobs, Microwaves n Oven 16-Full height aluminum and glass wardrobes installed in every room. Only Chawla aluminum with tempered glass used. MDF and not chipboard used for Carcass 17-Automated gate (Italian Motor installed) 18-Cctv cameras installed. 19-Every space of the house is very well designed and accurately finished keeping in view both the practicality and aesthetics. Carefully selected material used throughout For More Options And Visit Contact Us","Built in year: 2024, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
https://www.zameen.com/Property/islamabad_f-17_1_kanal_new_house_for_sale_f-17_islamabad_all_facility_available_cda_pproved_sector-53265042-335-1.html,"F-17, Islamabad",House,PKR4.8 Crore,6,1 Kanal,For Sale,7,3 months ago,"F-17, Islamabad, Islamabad Capital",1 KANAL NEW WITH BASEMENT HOUSE FOR SALE MULTI F-17 ISLAMABAD ALL FACILITY AVAILABLE 7 BEDROOM 8 BATHROOM 2 KITCHEN DRAWING DINING TV LAUNCH 1 STORE 3 CAR PARKING ELECTRICITY WATER SUPPLY AVAILABLE INVESTER PRICE HOUSE MEETING WITH OWNER DIRECT MORE INFORMATION CALL ME BEAUTIFUL LOCATION. ALL FACILITIES AVAILABLE FULL DEVELOPED SECTOR FINAL NOC APPROVED BY CDA CDA APPROVED SECTOR MPCHS F-17 ISLAMABAD ALL SIZE RESIDENTIAL AND COMMERCIAL PLOTS AND HOUSE APARTMENT SHOP AVAILABLE FOR SALE AND RENT FACILITIES IN F-17 FULL GATED SOCIETY BEAUTIFUL LOCATION GAS ELECTRICITY WATER SUPPLY BANK SCHOOL BAKERY MOSQUE SHOPPING MALLS HOSPITALS PARK PLAY GROUND PTCL 5G AVAILABLE 24/7 SECURITY CCTV CAMERA NEW NEAR TO ISLAMABAD INTERNATIONAL AIRPORT 6KM METRO BUS 5KM GT ROAD N5 4KM M-1 M-2 MOTORWAY 2KM WE DEAL IN F-17 F-18 B-17 E-17 E-18 AND ALL CDA SECTOR PLOTS HOUSE APARTMENT SHOP FOR SALE F-17 T&TECHS AND MPCHS MORE INFORMATION CONTACT ZIMRI ASSOCIATES F-17 AND F-18 ISLAMABAD,"Built in year: 2025, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 7, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",,,
