Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Healthcare Recreational,Amenities: Nearby Locations and Other Facilities,Amenities: Community Features,Amenities: Other Facilities,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/bahria_town_bahria_garden_city_brand_new_3_25_kanal_villa_for_sale_in_garden_city-49611219-8120-1.html,"Bahria Garden City, Bahria Town",House,PKR22.5 Crore,6,3.2 Kanal,For Sale,6,2 days ago,"Bahria Town, Islamabad, Islamabad Capital",Bahira Town Garden City 3.25 Kanal House For Sale Park Face House 6 Bedroom Single Unit House 2 Bedroom On Ground Floor 4 Bedroom First Floor 4 Side Lawn Huge Parking Space More Information Please Call,"Built in year: 2024, Parking Spaces: 5, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_brand_new_modern_designer_villa_for_sale-50029759-8400-1.html,"DHA Phase 5 - Sector A, DHA Defence Phase 5",House,PKR22 Crore,6,1.7 Kanal,For Sale,6,2 days ago,"DHA Defence, Islamabad, Islamabad Capital","House For Sale In DHA Phase 5 Boulevard Road Fully Furnished With All Furniture And Appliance Total Build Up Covered Aera 8900 Squre Feet Including Great Hall Area Of Plot 35 Marla Ground Floor Double Entrance Lobby/Lounge, Large Drawing Room,Dinning Space, Tow Master Bedroom With Ensuite And Large Cabinets Main Kitchen Grand Parking Space For 6 Large Vehicle First Floor 4 Grand Bedroom With Large Cabinets And Attached Large Size Washroom,Lounge,Iron And Laundry Room Two Servant Quarters With Washroom And Mumtey Stair Hall, Special Features State Or The Art Furniture Mixture Of Spanish And Imported Tiles,Soled Wood Engraved 8 Feet High Doors And Fancy Paneling Philips Electric Fitting High And Design Of False Ceiling Incorporated With Imported Wallpapers, Fancy Wall Paneling In Great Hall And Lounges Large Entrance Grand Chandelier Large Vintage Entrance Chandelier.","Built in year: 2024, Parking Spaces: 6, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Furnished","Bedrooms: 6, Bathrooms: 6, Servant Quarters: 3, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Lawn or Garden, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Maintenance Staff, Security Staff, Other Facilities",,,
https://www.zameen.com/Property/islamabad_top_city_1_luxurious_5-bedroom_house_for_sale_in_topcity-1_block_b_prime_location-53252867-1383-1.html,"Top City 1, Islamabad",House,PKR8.5 Crore,6,1 Kanal,For Sale,5,4 months ago,"Top City 1, Islamabad, Islamabad Capital","*For Sale Stunning 5-Bedroom House in TopCity-1 (Block B) Prime Location | Modern Architecture | Margalla View | Solar-Powered* An exceptional opportunity to own a beautifully designed, newly built home in the prestigious TopCity-1, Block B. Ideal for families seeking comfort, style, and a prime location. *Key Features:* 5 Spacious Bedrooms with attached bathrooms 1 Powder Room 2 TV Lounges, 2 Modern Kitchens Elegant Drawing & Dining Room Top-Class Architectural Design Excellent Location Just steps away from the Main Markaz Scenic Margalla Hills View *Premium Additions:* Hybrid Solar System (10 kVA inverter, 6 kVA solar panels) Energy efficient 5 AC Units Installed (2 inverter, 3 standard) CCTV cameras installed Window Blinds Installed Throughout 2 Servant Quarters with Attached Baths Car Parking for 2 Vehicles + Well-Maintained Lawn + Laundry Area This home is a perfect blend of modern living, sustainability, and convenience. For Further Details or to Schedule a Visit: PROPERTY CLUB TOPCITY-1",,,,,,,,,,
https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_c_block_c_masterpiece_your_10_kanal_dream_farm_house_in_gulberg_greens_available_for_sale-52233992-8315-1.html,"Gulberg Greens - Block C, Gulberg Greens",Farm House,PKR1.15 Arab,7,14 Kanal,For Sale,11,7 hours ago,"Gulberg, Islamabad, Islamabad Capital","Discover upscale rural living in this exquisite, fully furnished farm house located in the exclusive C Block, sprawled across a 10 Kanal estate. This architectural masterpiece features an expansive basement and 8 elegantly appointed bedrooms, each with its own attached bathroom, ensuring comfort and privacy for every member of the family. Designed to impress, the property offers a private swimming pool, a state-of-the-art gym, and an immersive home theater for ultimate entertainment. The residence is powered by a robust 50kv solar system, underlining its commitment to modern, sustainable living. Outside, enjoy a lush green lawn adorned with multiple fruit trees and vibrant plants, complemented by a scenic walking track and a dedicated servant quarter. Perfect for those seeking a blend of luxurious amenities and serene countryside charm, this farm house promises an exceptional lifestyle. Schedule your private viewing today and step into a world of elegance and modern convenience.","Built in year: 2024, Parking Spaces: 15, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 8, Bathrooms: 10, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/islamabad_burma_town_5_marla_commercial_single_storey_house_burma_town-52318890-1407-1.html,"Burma Town, Islamabad",House,PKR75 Lakh,2,5.6 Marla,For Sale,2,3 months ago,"Burma Town, Islamabad, Islamabad Capital","5 Marla Commercial Single Story House Barma Town Islamabad 30 Ft Road Electricity Meter Water Boring Gas Application Submitted Registry Transfer Best For Commercial Use,Near To Main Latrrar Road","Built in year, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/g_9_g-9_1_g9_1_big_street_livable_double_storey_house_available_for_sale-52536836-3384-1.html,"G-9/1, G-9",House,PKR9.5 Crore,5,14 Marla,For Sale,5,4 months ago,"G-9, Islamabad, Islamabad Capital","Settling in Islamabad can open many doors of opportunity, so unlock your destiny with the right property today. A modern lifestyle awaits you in G-9/1. Protect your future, purchase this property today. Look no further for properties, as House has it all. What could possibly get more better than a property priced at Rs View Contact Detail . Plus, it has features that you'd definitely love! One look at 14 Marla property and you'll know it's the best, so book your appointment today. Find out why this property is the best option for you below. Seat your guests in this spacious drawing room with ease that comes with this House. This spacious dining room has enough space for your large dining table and cupboard to display your dinner sets. You can work out at the gym within premises to make up for the physical activity lag created by the urban life. It's a luxury to have central air-conditioning and the House offers just that. You can conveniently direct your guests to the powder room. A dedicated prayer room in the House allows to conveniently and peacefully offer your prayers. As a resident, you don't have to worry about waste disposal as that is effectively taken care of. We can guide you with the right investment options, so get in touch with us today.","Built in year: 2000, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,,,Security Staff,,,
https://www.zameen.com/Property/i_11_i-11_2_brand_new_house_in_i-11_2-50970088-9879-1.html,"I-11/2, I-11",House,PKR3.2 Crore,5,5 Marla,For Sale,5,3 months ago,"I-11, Islamabad, Islamabad Capital","5 Bed 5 Bath D/D TV Long New House The Future Outlook Of The House Is Positive, So Don'T Waste Time In Thinking. The Convenient And Stunning Neighbourhood Of I-11/2 Is Offering A Number Of Properties For Investment. If You'Re Searching For A Dream Home, Check Our Properties On Sale. We Know You Won'T Be Disappointed. This 5 Marla Property Is Great For Your Investment Needs. A Price Tag Of PKR Rs. 35000000 Is Quite Reasonable For A Spacious House In I-11/2. The Historic City Of Islamabad Is Blending With Modernism, And You Can Benefit From It. Our Contact Information Is Mentioned For Your Ease, So Stop Thinking And Book Your Appointment Today For Further Information.","Built in year: 2022, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 3, Bathrooms: 4, Servant Quarters, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Security Staff, Other Facilities",,,
https://www.zameen.com/Property/g_14_g-14_4_25x40_brand_new_proper_corner_house_for_sale_in_g13-53325159-3346-1.html,"G-14/4, G-14",House,PKR4.7 Crore,5,4.4 Marla,For Sale,4,4 months ago,"G-14, Islamabad, Islamabad Capital",All Original Pictures Are Attached Size 25x40Modern Luxury House For Sale in G13 isb * 4 Bedrooms * 5 washrooms * 2 Kitchen * 2 T. V/L * 1 Servant Room * Car Porch * Confirm Rental Value 120 Thousand * Situated Near Kashmir Highway And Metro Station. * Water Boring With 24/7 Water Supply * Water Supply From FGHEF Is Even Sufficient In The Street * Imported Washroom And Kitchen With Imported Floor Tiles In Kitchen * SS Railing In Staircase And Front Elevation * Outclass Imported Woodwork * Modern Lever Sets In Kitchen N Washrooms * Near To Masjid And Market Prime Location. Reasonable Demand. For More Details And Option Please Contact Us,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled",,,
https://www.zameen.com/Property/islamabad_g-13_front_open_park_face_35x70_brand_new_house_for_sale_on_double_road-53325393-330-1.html,"G-13, Islamabad",House,PKR9.5 Crore,6,10.9 Marla,For Sale,6,4 months ago,"G-13, Islamabad, Islamabad Capital",All Original Pictures Are Attached Size 35x70 Modern Luxury House For Sale in G13 isb * 6 Bedrooms * 8 washrooms * 2 Kitchen * 2 T. V/L * 2 Drawing Dinning * 2 Servant Room * 4-5 Car Porch * Confirm Rental Value 300 Thousand * Situated Near Kashmir Highway And Metro Station. * Water Boring With 24/7 Water Supply * Water Supply From FGHEF Is Even Sufficient In The Street * Imported Washroom And Kitchen With Imported Floor Tiles In Kitchen * SS Railing In Staircase And Front Elevation * Outclass Imported Woodwork * Modern Lever Sets In Kitchen N Washrooms * Near To Masjid And Market Prime Location. Reasonable Demand. For More Details And Option Please Contact Us,"Built in year: 2025, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/g_13_g-13_1_most_luxury_brand_new_proper_corner_25_x_40_house_for_sale_in_g-13_islamabad-53336504-3337-1.html,"G-13/1, G-13",House,PKR4.9 Crore,5,4.4 Marla,For Sale,4,3 months ago,"G-13, Islamabad, Islamabad Capital",All Original Pictures Are Attached Size 25x40Modern Luxury House For Sale in G13 isb * 4 Bedrooms * 5 washrooms * 2 Kitchen * 2 T. V/L * 1 Servant Room * Car Porch * Confirm Rental Value 120 Thousand * Situated Near Kashmir Highway And Metro Station. * Water Boring With 24/7 Water Supply * Water Supply From FGHEF Is Even Sufficient In The Street * Imported Washroom And Kitchen With Imported Floor Tiles In Kitchen * SS Railing In Staircase And Front Elevation * Outclass Imported Woodwork * Modern Lever Sets In Kitchen N Washrooms * Near To Masjid And Market Prime Location. Reasonable Demand. For More Details And Option Please Contact Us,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/g_13_g-13_1_brand_new_luxury_25_x_40_house_for_sale_in_g-13_islamabad-53336531-3337-1.html,"G-13/1, G-13",House,PKR3.9 Crore,5,4.4 Marla,For Sale,4,4 months ago,"G-13, Islamabad, Islamabad Capital",All Original Pictures Are Attached Size 25x40Modern Luxury House For Sale in G13 isb * 4 Bedrooms * 5 washrooms * 2 Kitchen * 2 T. V/L * 1 Servant Room * Car Porch * Confirm Rental Value 120 Thousand * Situated Near Kashmir Highway And Metro Station. * Water Boring With 24/7 Water Supply * Water Supply From FGHEF Is Even Sufficient In The Street * Imported Washroom And Kitchen With Imported Floor Tiles In Kitchen * SS Railing In Staircase And Front Elevation * Outclass Imported Woodwork * Modern Lever Sets In Kitchen N Washrooms * Near To Masjid And Market Prime Location. Reasonable Demand. For More Details And Option Please Contact Us,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Powder Room, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_a_modern_designer_house_for_sale_in_dha_phase_2-52190072-3196-1.html,"DHA Phase 2 - Sector A, DHA Defence Phase 2",House,PKR14 Crore,6,1 Kanal,For Sale,5,4 days ago,"DHA Defence, Islamabad, Islamabad Capital","1- Designed on modern lines, straight line architecture by Moss Architects. 2- Structure designed by Emaarsons. 3-A++ quality materials used right from the very the start till finishing. Also top of the line craftsmen were employed for each n every task in the project. 4-Fazal Steel used in the project. 5-Top of the line bricks used. 6-Pakistan Cables, Schneider Breakers, Lahore Fan Horizon model (Inverter Fans), used through out. 7-PPR (PN-20) and PVC (SDR-41) by Popular Pipes used. 8-Chawla Aluminum (Best quality) used along with 8mm tempered glass used in windows. 9-Imported tiles provided by RAK Tiles and S. Abdulla used in the entire project. No local or Chinese brand used anywhere for flooring and washrooms. 10-All the washrooms are equipped with top of the line concealed fittings. 11-Only Nippon and ICI paints products used in the entire house. 12-Top of the line only Sapele Wood provided by IHC used for wood work in the entire house. 13-Entirely solid doors, jamb frames, solid beading and solid overlap used. 14-Completely solid Sapele wood used in the staircases. 15-All the three kitchens are provided and installed by Interwood. Kitchens are equipped with Vatti Hoods, Hobs, Microwaves n Oven. 16-Full height aluminum and glass wardrobes installed in every room. Only chawla aluminum with tempered glass used. MDF and not chipboard used for Carcass. 17-Automated gate (Italian Motor installed). 18-Cctv cameras installed. 19-Every space of the house is very well designed and accurately finished keeping in view both the practicality and aesthetics. Carefully selected material used throughout.","Built in year: 2025, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_designer_house_for_sale-52193782-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR12.5 Crore,6,1 Kanal,For Sale,5,4 days ago,"DHA Defence, Islamabad, Islamabad Capital","*1 KANAL Designer HOUSE FOR SALE* *single Unit House* *Very Prime location* of DHA-2 *Walking distance from Market, School, & Mosque* *5 bedroom* with attach Washrooms *Drawing, Dinnning, Powder Room, 2 kitchens 2 TV Lounge,* Car Porch with *4 car space* *10KW Net Metering Solar system Installed* *Electronics Installed* *2 servant rooms* with common Washroom *100% Solid Land*","Built in year: 2025, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_sami_furnished_croner_house_for_sale-52195386-339-1.html,"DHA Defence Phase 2, DHA Defence",House,PKR11.7 Crore,6,1 Kanal,For Sale,6,1 month ago,"DHA Defence, Islamabad, Islamabad Capital",Modern Designer Kanal House For Sale Completion Year 2025 Sami Furnished Size 50X90 6 Master Ultra Modern Bedroom Modern Designer Kitchen 7 Luxurious Washrooms Elgant Architecture Design Solid Land Solid Wood Works More Information Please Call,"Built in year: 2025, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 6, Bathrooms: 7, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Lawn or Garden, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Maintenance Staff, Security Staff, Other Facilities",,,
https://www.zameen.com/Property/islamabad_g-13_brandnew_30_60_7_marla_house_for_sale_in_g-13-53273228-330-1.html,"G-13, Islamabad",House,PKR6.35 Crore,6,7 Marla,For Sale,5,5 months ago,"G-13, Islamabad, Islamabad Capital",Brand new 7 marla house Wide street Tile flooring Best wood work done 5 bedrooms 6 baths 2 kitchen 2 drawing rooms Mummty+store+bath 4 car parking Meeting with owner Price lilttle bit negotiable For more details plz call View Contact Detail,"Parking Spaces: 4, Flooring, Floors: 2","Bedrooms: 3, Bathrooms: 4, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym","Broadband Internet Access, Intercom",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Community Lawn or Garden, First Aid or Medical Centre, Mosque",,,,
https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_f_5_marla_brand_new_luxury_house_for_sale_in_dha_phase_5_islamabad_ideal_location_ready_to_move-53350650-8836-1.html,"DHA Phase 5 - Sector F, DHA Defence Phase 5",House,PKR4 Crore,5,5 Marla,For Sale,4,2 months ago,"DHA Defence, Islamabad, Islamabad Capital","Discover your dream home in DHA Phase 5 Islamabad! This 5 Marla Brand New House offers a perfect blend of modern architecture, premium finishes, and ideal location making it a great choice for families and investors alike. Property Features: 5 Marla Brand New Construction 4 Spacious Bedrooms with Attached Bathrooms Stylish Kitchen with Modern Accessories Drawing / Dining & TV Lounge Solid Wood Doors & Imported Fittings Beautiful Ceiling Design & Tile Flooring Car Parking Space Servant Quarter All Utilities Available (Water, Gas, Electricity) Location Highlights: Situated in a peaceful street of DHA Phase 5 Near Mosque, Commercial Area & Main Boulevard Easy access to Islamabad Expressway Secure & Well-Maintained Community Ideal for: End users looking for a ready-to-move house or investors seeking high rental yield in DHA. Contact Now to schedule a visit and make this beautiful home yours!","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",,,
